Row,Website,Found_Emails,Pages_Scraped,Status
,https://www.desjardinsagents.com/agent/ON/brampton/timothy-cusimano/601937?utm_id=ls-e-0-24931&campagne=ls-e-0-24931,,3,no_emails_found
,https://riverstoneeyecare.com/,info@riverstoneeyecare.com,3,ok
,http://www.goldychatha.com/,goldychatha@gmail.com; goldychatha@gmail.comPhone,3,ok
,https://pharmasavebovairdspringdale.com/,,0,site_down
,https://allstudybuddy.com/,allstudybuddy@gmail.com,3,ok
,http://humbervalleychiropractic.com/,humbervalleychiropractic@bellnet.ca,3,ok
,https://www.drqazisigmadentistry.com/,drqazi@drqazisigmadentistry.com,3,ok
,http://noblecarsales.com/,,3,no_emails_found
,http://www.cornerstonepharmacy.ca/,info@cornerstonepharmacy.ca,3,ok
,https://pulseucc.com/?utm_source=google&utm_medium=organic&utm_campaign=pharmacygmblisting,,3,no_emails_found
,http://homesbykang.com/,,3,no_emails_found
,https://camphealth.ca/,,3,no_emails_found
,https://www.dignitymemorial.com/en-ca/funeral-homes/ontario/toronto/delmoro-funeral-home/3773?utm_source=google_my_business&utm_medium=organic,,3,no_emails_found
,https://panachebeauty.ca/?utm_source=google&utm_medium=gmb&utm_id=paid-ads,,3,no_emails_found
,https://drssandhu.com/,,3,no_emails_found
,https://www.drdeolfamilyeyecare.com/,,0,site_down
,https://www.wmzauto.ca/,,3,no_emails_found
,http://www.qhpharmacy.ca/,,3,no_emails_found
,https://affordablecars4sales.ca/,,0,site_down
,https://www.weewatch.com/parents/child-care-services-brampton?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=Brampton,,3,no_emails_found
,https://www.fortinosflowers.ca/find-your-location?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,,0,site_down
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/gore-pharmacy-7065208?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,https://ocean.cognisantmd.com/online-booking/96a8bb48-cf0a-4cd0-8666-3abfb037df45,,0,site_down
,https://www.wardfuneralhomes.com/,mymail@mailservice.com,3,ok
,https://www.anytimefitness.ca/gyms/4022/brampton-on-l6x-0b3/?utm_source=google&utm_medium=organic-businesslisting&utm_campaign=gbp-listing&utm_content=4022,,2,no_emails_found
,http://www.rkdsalonspa.com/,,3,no_emails_found
,https://www.autodistrict.ca/,,3,no_emails_found
,http://www.legacymotors.ca/,,0,site_down
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/valley-creek-pharmacy-7009358?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,https://proactivehealthclinic.ca/,,3,no_emails_found
,http://www.tutoringacademy.ca/locations/ontario/dusk.php,,3,no_emails_found
,http://dreambeautysalon.ca/,Dreambeautylaserservices@gmail.com,3,ok
,http://www.medionerx.com/,,3,no_emails_found
,http://icsalonandspa.com/,,3,no_emails_found
,https://ggeyedoctors.io/,,3,no_emails_found
,http://www.bramptonclinics.com/,bramptonclinics@gmail.com,3,ok
,https://www.dailyautosale.ca/,,3,no_emails_found
,https://www.speedwaymotorscanada.com/,,3,no_emails_found
,http://omnidental.ca/,,3,no_emails_found
,https://roulette-salon-and-spa.business.site/?utm_source=gmb&utm_medium=referral,,3,no_emails_found
,https://www.arbormemorial.ca/en/scott-woodbridge.html?utm_source=google&utm_medium=organic&utm_campaign=7130_scott-woodbridge_google-my-business,,3,no_emails_found
,http://www.havephysiotherapy.com/,havephysio106@gmail.com,3,ok
,https://edserv.ca/,info@edserv.ca,3,ok
,https://oxfordlearning.com/locations/brampton-north-tutoring/,,3,no_emails_found
,https://www.pharmasaveconnaught.com/,info@pharmasaveconnaught.com,3,ok
,https://orgroup.site/,,0,site_down
,http://gatewayclinic.ca/,,3,no_emails_found
,https://southfieldsvision.com/,,3,no_emails_found
,http://www.innocenthearts.ca/?utm_source=GoogleMaps&utm_medium=Maps&utm_campaign=Local,,3,no_emails_found
,https://www.eganfuneralhome.com/,bolton@eganfuneralhome.com,3,ok
,http://www.mylocalrx.ca/,,3,no_emails_found
,http://www.learninggeniusacademy.com/,contact@learninggeniusacademy.com,3,ok
,http://www.easytutoring.ca/,info@easytutoring.ca,3,ok
,http://www.castlemoredental.ca/,dental2278@outlook.com; dental22736@outlook.com; dental22734@outlook.com; dental22735@outlook.com; dental22737@outlook.com; dental22732@outlook.com; dental22731@outlook.com; dental22733@outlook.com,3,ok
,https://www.brameast.ca/,,3,no_emails_found
,http://healthplustherapy.com/,,3,no_emails_found
,https://maxcarephysio.ca/,maxxcarephysio@gmail.com,3,ok
,http://www.tutoringacademy.ca/locations/ontario/shoppersworld.php,,3,no_emails_found
,https://www.medcaredrugmart.com/,newmarket@medcaredrugmart.com; niagara@medcaredrugmart.com; riverview@medcaredrugmart.com,3,ok
,https://www.specsexpress.ca/,,3,no_emails_found
,http://healingvision.ca/,,0,site_down
,https://www.wardfuneralhomes.com/,mymail@mailservice.com,3,ok
,https://www.prismdental.ca/,info@prismdental.ca,3,ok
,http://roopalisharmadental.ca/,,3,no_emails_found
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/brinkley-pharmacy-7029950?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,https://register.cpso.on.ca/physician-info/?cpsonum=80123,feedback@cpso.on.ca,3,ok
,https://sainilaw.ca/,dsaini@sainilaw.ca,3,ok
,http://www.bernardofuneralhomes.com/,,3,no_emails_found
,https://www.charolaispharmacy.com/?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,https://lakeridgedental.ca/,,3,no_emails_found
,http://dhillonlawoffice.ca/,,3,no_emails_found
,https://www.thesmilecompany.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,contact@thesmilecompany.ca,3,ok
,https://www.omnilawfirm.ca/,info@omnilawfirm.ca,3,ok
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/upper-mount-gdn-pharmacy-7058511?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,https://alignandheal.ca/,info.alignandhealclinic@gmail.com,3,ok
,https://www.copperridgepharmacy.ca/?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,0,site_down
,https://kennedynorthdentistry.ca/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,kennedymail125@gmail.com,3,ok
,http://demarcofuneralhomes.com/,info@demarcofuneralhomes.com; demarcokeele@gmail.com; demarcowood@hotmail.com,3,ok
,http://www.ahujalawpc.ca/,,3,no_emails_found
,http://jassiandpaul.business.site/,,3,no_emails_found
,https://www.keshavarzdentistry.com/,,3,no_emails_found
,https://titaniumlaw.ca/,legalassistant@titaniumlaw.ca; harsher@titaniumlaw.ca; info@titaniumlaw.ca,3,ok
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/ved-lifecare-pharmacy-7061677,,3,no_emails_found
,http://www.trinitydental.ca/,,3,no_emails_found
,https://www.doctorschoicerehab.ca/,,3,no_emails_found
,https://megamindlearning.com/caledon-kennedy-campus.html,,3,no_emails_found
,http://www.analytiqaccounting.com/,,1,no_emails_found
,https://apexurgentcareclinic.ca/,info@apexucc.ca,3,ok
,http://www.dentist27.ca/,hwy27dentalclinic@gmail.com,3,ok
,https://www.harbinderbrar.com/,,3,no_emails_found
,http://www.msassociates.ca/,corporate@msassociates.ca; info@msassociates.ca,3,ok
,https://facilefintax.ca/,,0,site_down
,https://www.mckersieearly.com/,,3,no_emails_found
,http://www.sunnyvalemed.com/,,3,no_emails_found
,http://www.inglewoodvetclinic.com/,info@inglewoodvetclinic.com,3,ok
,https://milanidentistry.ca/,info@milanidentistry.ca,3,ok
,http://www.amrinderchahal.com/,,1,no_emails_found
,https://megamindlearning.com/south-west-brampton-campus.html,,3,no_emails_found
,https://vantagemedical.ca/,,0,site_down
,http://cheltenhamvet.ca/,info@cheltenhamvet.ca,3,ok
,http://www.girnaccounting.com/,,0,site_down
,http://www.choprahomes.com/,,3,no_emails_found
,https://www.southbramptondental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,info@southbramptondental.com,3,ok
,https://www.completeimmigration.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,3,no_emails_found
,https://dental2.ca/?utm_source=gmb&utm_medium=organic,,0,site_down
,http://www.renusandhu.com/,,0,site_down
,https://beaumarisdentalcare.com/?utm_source=google&utm_medium=gbp&utm_campaign=profile,,3,no_emails_found
,http://www.lifelineinsurance.ca/,lifeline.insurances@gmail.com,3,ok
,https://linktr.ee/teamsohal,,3,no_emails_found
,https://www.innovativelearning.ca/,varsha@innovativelearning.ca,3,ok
,https://vitalurgentcare.ca/brampton/,,3,no_emails_found
,https://www.homesbykiranbrar.ca/,,3,no_emails_found
,http://myinsurancebrokerpavittarkhehra.mydurable.com/?pt=NjVhYjA4M2Q2NThiYmM5ZjkzZGU0ZTU2OjE3MDU3MDkwMTguNTQyOnByZXZpZXc=,,3,no_emails_found
,https://insurancegenie.ca/,,3,no_emails_found
,https://www.bramptonpcw.com/,,0,site_down
,https://www.porterdentistry.ca/,riverstonedental@porterdentistry.ca; northparkdental@porterdentistry.ca,3,ok
,http://gorewaydental.ca/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,Info@gorewaydental.com,3,ok
,http://www.cbfht.ca/,info@cbfht.com,3,ok
,http://www.caledonoptometry.com/,caledonoptometry@outlook.com,3,ok
,http://www.navpreetbhogal.com/,,3,no_emails_found
,http://www.pharmachoice.com/,,3,no_emails_found
,https://regenecaredental.ca/,,3,no_emails_found
,http://toothcorner.com/mississauga-dentist/,derry@toothcorner.com; help@toothcorner.com,3,ok
,https://activephysiobrampton.com/,,3,no_emails_found
,https://www.pharmachoice.com/locations/caledon-compounding-pharmacy/,,3,no_emails_found
,http://glamorousbyanju.ca/,info@glamorousbeautysalonandspa.com,3,ok
,http://www.soniasinghrealestate.com/,,3,no_emails_found
,http://www.dvma.ca/,info@dvma.ca,3,ok
,https://www.dhillonmedcenter.com/,admin@gkmedcenter.com; dhillonmedcenter@gmail.com,3,ok
,http://www.chic-eyes.com/,chiceyes115@gmail.com,3,ok
,http://khybermotors.com/,,3,no_emails_found
,http://cornwallvet.com/,oakvillevet@hotmail.com,1,ok
,https://www.guardian-ida-remedysrx.ca/en/ontario/caledon/caledon-east-pharmacy-7065377?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,http://noordental.com/,info@noordental.com; contact@noordental.com,3,ok
,https://mankooguptacpa.com/,info@mankooguptacpa.com,3,ok
,http://www.paramjitsoor.com/,,1,no_emails_found
,http://www.maltonmedicalcentre.com/,,3,no_emails_found
,http://avalawellness.ca/,avalawellness@gmail.com,3,ok
,http://completerehab.ca/,,3,no_emails_found
,https://marbledentalcentre.ca/,+1-905-303-0066info@marbledentalcentre.ca; Info@MarbleDentalCentre.ca; info@marbledentalcentre.ca,3,ok
,https://whitepinehealth.ca/physiotherapy-brampton/,,3,no_emails_found
,https://www.fratellivesciofuneralhomes.com/,vfhmapleoffice@gmail.com; vfhtorontooffice@gmail.com; info@vesciofuneralhome.com; vfhwoodbridgeoffice@gmail.com,3,ok
,https://www.platinumtax.ca/,info@platinumtax.ca,3,ok
,https://www.aaxel.ca/,,3,no_emails_found
,http://www.prepskills.com/,info@prepskills.com,3,ok
,https://orbdental.com/,brampton@orbdental.com,3,ok
,http://www.maltonmedicalcentre.com/,,3,no_emails_found
,http://www.highgradetutors.ca/,,0,site_down
,http://healthcarerehabcentre.com/about/,,0,site_down
,http://sanjeevani.ca/,,3,no_emails_found
,http://www.akalchildcare.ca/,,3,no_emails_found
,http://www.cpa4taxes.ca/,preet.arora@peelcpa.ca,1,ok
,http://wmcfht.com/,,3,no_emails_found
,http://www.rutherfordmedicalclinic.ca/,,2,no_emails_found
,http://bramaleaanimalhospital.ca/,,3,no_emails_found
,https://www.wellfort.ca/,Kimberley.Floyd@wellfort.ca; finance@wellfort.ca; info@wellfort.ca,3,ok
,http://www.simpleautos.ca/,,3,no_emails_found
,https://www.drpkahlon.com/,info@drpkahlon.com; staffdrpkahlon@gmail.com,3,ok
,http://www.care4family.ca/,info@care4family.ca,3,ok
,http://www.rpalcpa.ca/,Clientcare@Rpalcpa.ca,3,ok
,http://www.lpkangaroo.ca/,,3,no_emails_found
,https://aligndentalsmiles.com/,info@aligndentalsmiles.com,3,ok
,https://www.medicalwalkin.ca/,info@medicalwalkin.ca,3,ok
,http://www.beautybymeet.com/,,3,no_emails_found
,http://ontariohealthathome.ca/community-care/community-clinics/,media@ontariohealthathome.ca,3,ok
,http://www.riyadeol.ca/,Riyataxes@hotmail.com; Info@riyadeol.ca,3,ok
,https://www.airportmedicalhealth.com/,airportmedicalhealth@gmail.com,3,ok
,https://imaphysiocentre.ca/,imaphysiocentre@gmail.com,3,ok
,http://www.avnishcpa.com/,,0,site_down
,https://local.lenscrafters.com/canada/on/brampton/25-peel-centre-drive.html?cid=yext_0962&y_source=1_MTIyMDI4NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,1,no_emails_found
,http://righttimerehab.ca/,info@righttimerehab.ca; righttimerehab@gmail.com,3,ok
,https://www.keransanghalawyer.ca/,,0,error
,http://www.janfamilyclinic.ca/,info@janfamilyclinic.ca,3,ok
,http://www.scalecpa.ca/,Info@scalecpa.ca,3,ok
,http://www.remaxgoldrealty.com/,,3,no_emails_found
,https://daya.cortico.ca/,,3,no_emails_found
,http://www.vanrehab.com/,info@vanrehabphysio.ca; __info@vanrehabphysio.ca; maltonvanrehab@gmail.com; vanrehabairport@gmail.com; bovairdvanrehabphysio@gmail.com,3,ok
,https://www.dhindsalaw.ca/,,0,site_down
,https://www.vellorewoodsvetclinic.com/,vellorewoodsveterinary@gmail.com; support@evetsites.com,3,ok
,https://homesbyic.com/,,3,no_emails_found
,http://www.airportmedicalhealth.com/,airportmedicalhealth@gmail.com,3,ok
,http://www.kleinburgvet.ca/,careteam@kleinburgvet.com,3,ok
,http://www.sellwithrajsharma.com/,,3,no_emails_found
,http://eyelabs.ca/,,1,no_emails_found
,http://dharmgill.ca/,dharmg.realtor@gmail.com,3,ok
,https://www.drdeolfamilyeyecare.com/,,0,site_down
,http://www.pannulifeinsurance.com/,,3,no_emails_found
,https://www.hermandhillonlaw.com/,herman@hermandhillonlaw.com,3,ok
,http://realtorprateekkapur.c21.ca/,prateek.kapur@century21.ca,3,ok
,http://www.pearsonphysio.com/,pearsonphysiotherapyclinic@gmail.com,3,ok
,http://achintwalia.ca/,,3,no_emails_found
,http://topchoiceinsurance.ca/,,3,no_emails_found
,https://www.pharmachoice.com/locations/kingscross-pharmacy/,,3,no_emails_found
,http://vermacpa.ca/,sanjay@vermacpa.ca,3,ok
,http://www.deanveterinaryhospital.ca/,wecare@deanvet.ca,3,ok
,http://www.gurpreetgill.ca/,garry.gill@live.com,3,ok
,http://listnsold.ca/contact,,3,no_emails_found
,http://www.titanphysiotherapy.ca/,titanphysiotherapyhealth@gmail.com,3,ok
,https://www.autokart.ca/,sales@autokart.ca,3,ok
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/southgate-pharmacy-7003574?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,3,no_emails_found
,http://realtorwilliambasra.com/,realtorwillbasra@gmail.com,3,ok
,http://www.ravindermakkar.com/,ravinder@ravindermakkar.com; makkarcpa@gmail.com,3,ok
,https://www.vellorevillagepethospital.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,,3,no_emails_found
,http://www.metro.ca/find-a-store/details.en.html?id=322&utm_source=G&utm_medium=local&utm_campaign=google-local,,0,site_down
,http://www.manuchohan.com/,,1,no_emails_found
,http://www.northwoodbridgevets.com/,,3,no_emails_found
,http://bramptonphysioandmassage.ca/,bramptonphysioandmassage@gmail.com,3,ok
,http://www.rgphysiorehab.ca/,,0,site_down
,http://bramptondentalwalkin.com/,info@bramptondentalwalkin.com,3,ok
,https://ontariocrehub.com/,,3,no_emails_found
,http://counting.cloud/,HELLO@COUNTING.CLOUD,3,ok
,https://sutherlaw.ca/,info@sutherlaw.com,3,ok
,https://acera.ca/,,3,no_emails_found
,https://book.carepatron.com/Lad-Physiotherapy/Avdhi?p=GMe6FGlXRDOKlcdm9XetZw&s=FVUt8yzS,,3,no_emails_found
,http://www.healthmedica.ca/,,3,no_emails_found
,http://www.remaxpresident.com/,,3,no_emails_found
,https://www.atktinsurance.ca/,likeabhijeet@gmail.com,3,ok
,http://www.hundallaw.ca/,,3,no_emails_found
,http://www.closer2home.ca/,closer2homeccc@gmail.com,3,ok
,https://www.rairupinder.com/,,3,no_emails_found
,https://www.abhijitghosh.ca/?utm_id=ls-e-0-24931&campagne=ls-e-0-24931,,3,no_emails_found
,http://www.samlegha.com/,samlegharemax@gmail.com,3,ok
,http://gorewayphysiotherapy.com/,info@gorewayphysiotherapy.com,3,ok
,http://www.tutoringacademy.ca/locations/ontario/bramport.php,,3,no_emails_found
,https://springdalelearningcentre.ca/,,0,site_down
,https://www.trinitydental.ca/,,3,no_emails_found
,http://kingacademychildcarecentre.ca/,info@kingacademychildcarecentre.com,3,ok
,https://www.torontohousesale.com/,domainforsale@incomrealestate.com,1,ok
,http://neahraccounting.com/,,3,no_emails_found
,https://mxwdesign.wixsite.com/kiddy-city,kiddycity292@gmail.com,2,ok
,https://www.shoppersdrugmart.ca/store-locator/store/1093?lang=en&tab=pharmacist-walk-in-clinic&utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,,3,no_emails_found
,http://www.godaycare.com/ontario/brampton/Smiles+and+Giggles+Daycare!!+Where+Kids+can+be+Kids!!/14035/1%22%3ESmiles%20and%20Giggles%20Daycare!!%20Where%20Kids%20can%20be%20Kids!!%3C/a%3E,,3,no_emails_found
,http://www.infinitylawfirm.ca/,Info@infinitylawfirm.ca,3,ok
,https://www.dawsondental.ca/site/brampton-dentist?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,,3,no_emails_found
,http://www.spayneutertoronto.com/,humberwoodvet@gmail.com,3,ok
,http://www.laughandlearnelcc.com/,beaumaris@laughandlearnelcc.com,3,ok
,https://www.divinelaw.ca/,,3,no_emails_found
,http://www.plasp.com/,ARTeam@plasp.com; volunteering@plasp.com; childcare@plasp.com,3,ok
,https://powerautosales.ca/,,3,no_emails_found
,https://www.ymcagta.org/find-a-y/brampton-goldcrest-ymca,memberservices@ymcagta.org; Goldcrest@ymcagta.org,3,ok
,http://www.kmcbrampton.com/,,3,no_emails_found
,https://www.instagram.com/thelabbrampton/profilecard/?igsh=MTRldWd0dnA4bDFiNA==,,3,no_emails_found
,https://www.plasp.com/SearchForCare?type=0&lid=&sn=Lester+B.+Pearson+C.S.&pt=,ARTeam@plasp.com; volunteering@plasp.com; childcare@plasp.com,3,ok
,https://clubelitefitness.ca/,,1,no_emails_found
,http://www.bramptonmotors.ca/,,3,no_emails_found
,https://theplanetinsurance.com/super-visa-insurance-brampton/,info@theplanetinsurance.com,3,ok
,https://www.brampton.ca/EN/residents/Recreation/Community-Centres/Pages/Riverstone-Community-Centre.aspx,311@brampton.ca,3,ok
,https://www.panelphysician.ca/,,3,no_emails_found
,http://mandysbeautysalonandspa.com/,,3,no_emails_found
,https://www.brampton.ca/EN/residents/Recreation/Community-Centres/Pages/Greenbriar.aspx,311@brampton.ca,3,ok
,https://woodstockmotors.ca/,woodstockmotorsltd@hotmail.com,3,ok
,http://www.minhaslawyers.ca/,info@minhaslawyers.ca; rupinder@minhaslawyers.ca; manpreet@minhaslawyers.ca,3,ok
,https://www.facebook.com/profile.php?id=61578590848840,dev7561@gmail.com,3,ok
,https://www.instagram.com/reel/CnlRPAWgJGP/?igshid=YmMyMTA2M2Y=,,3,no_emails_found
,https://www.legalroute.ca/,info@legalroute.ca,3,ok
,http://www.newtonstutoring.com/,info@newtonstutoring.com,3,ok
,http://www.julianloyfitness.com/,,3,no_emails_found
,https://www.walmart.ca/en/store/3135?utm_source=local&utm_medium=listings&utm_campaign=sc&cmpid=gmb,,0,site_down
,http://labeautysalonandlaserclinic.com/,,0,site_down
,https://www.pthealth.ca/clinic/pt-health-north-brampton/?utm_source=gmb&utm_medium=organic,,3,no_emails_found
,https://nationalgymandfitnesscenter.com/,,3,no_emails_found
,http://www.focusphysiotherapy.com/locations/brampton-clinic/,,3,no_emails_found
,https://www.torbramdental.com/,info@torbramdental.com,3,ok
,https://growfitness.ca/,,3,no_emails_found
,https://www.gsbrar.law/,contact@gsbrar.law,3,ok
,https://gyms.iron24.com/vaughan-on-ca,info@iron24.com,2,ok
,https://maharajabeautysalonandspa.com/?utm_source=Google&utm_medium=GBP,info@maharajabeautysalonandspa.com,3,ok
,http://www.sehgaldental.com/,info@sehgaldental.com,3,ok
,https://icsalonandspa.com/,,3,no_emails_found
,http://www.ccrcclinic.com/,info@ccrcclinic.com,3,ok
,http://www.bramptonccc.com/,,3,no_emails_found
,https://riverstoneeyecare.com/,info@riverstoneeyecare.com,3,ok
,https://fortishealth.ca/,hello@fortishealth.ca,3,ok
,http://babbaraccountant.com/,info@babbaraccountant.com; info@website.com,3,ok
,https://meenasbeautysalon.com/booking/,,3,no_emails_found
,https://www.thebramptonrealtor.com/,,3,no_emails_found
,https://www.reliableaoc.com/,info@reliableaoc.com,3,ok
,https://planets59.com/weed-dispensary-brampton/,,3,no_emails_found
,https://www.lifetime.life/locations/on/woodbridge.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club,,3,no_emails_found
,https://www.cardora.ca/,,3,no_emails_found
,https://kensingtondentists.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,info@kensingtondentaloffice.com,3,ok
,https://www.planetfitness.ca/gyms/vaughan-woodbridge?utm_medium=organic&utm_source=extnet,,3,no_emails_found
,http://tagroup.ca/,mohan.kundra@tagroup.ca,3,ok
,http://www.parammann.com/,,3,no_emails_found
,https://trilliumdentistry.ca/,,3,no_emails_found
,https://creativebeautysalonandspa.ca/,,3,no_emails_found
,http://www.iamoptical.com/,,3,no_emails_found
,http://taxandaccountingsolutions.ca/,,1,no_emails_found
,https://www.brcpa.ca/,info@brcpa.ca,3,ok
,https://www.westwoodbridgepethospital.com/,staff@westwoodbridgepethospital.com,3,ok
,http://www.rabba.com/,,3,no_emails_found
,http://www.4561000.com/,,3,no_emails_found
,http://www.brampton-optometrist.ca/,,3,no_emails_found
,https://www.mississaugavisioncentre.com/location/brampton-vision-centre/,,0,site_down
,https://deltaparkdental.com/,info@deltaparkdental.com,3,ok
,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/goreway-pharmacy-7061071,,3,no_emails_found
,https://www.vaughan.ca/residential/recreation-programs-and-fitness/fitness-centres,budgeting@vaughan.ca; integrity.commissioner@vaughan.ca; parks@vaughan.ca; corpcomm@vaughan.ca; mayor@vaughan.ca; chris.ainsworth@vaughan.ca; service@vaughan.ca; recCSD@vaughan.ca; rec@vaughan.ca; procurement@vaughan.ca; officecio@vaughan.ca; humanresources@vaughan.ca; firerescue@vaughan.ca; ipcam@vaughan.ca; buildingstandards@vaughan.ca; rosanna.defrancesca@vaughan.ca; QRealEstate@vaughan.ca; fitness@vaughan.ca; transitinfo@york.ca; marilyn.iafrate@vaughan.ca; mario.ferri@vaughan.ca; environment@vaughan.ca; bylaw@vaughan.ca; marioG.racco@vaughan.ca; fleet@vaughan.ca; ed@vaughan.ca; gino.rosati@vaughan.ca; customerservice@alectrautilities.com; adriano.volpentesta@vaughan.ca; linda.jackson@vaughan.ca; council@vaughan.ca; mobilityplusfeedback@york.ca; clerks@vaughan.ca; gila.martow@vaughan.ca; lobbyistregistrar@vaughan.ca; prepE@vaughan.ca; infrastructure.delivery@vaughan.ca,3,ok
,http://www.mistersold.ca/,kapil.remaxclientcare@gmail.com,3,ok
,https://www.aimsgroup.ca/,info@Aimsgroup.ca,3,ok
,https://vinavisionoptical.ca/,,0,site_down
,https://oasissalonspaxhairbysamiiee.square.site/s/appointments,,3,no_emails_found
,https://www.razarealestate.ca/,,3,no_emails_found
,http://www.indigosalonandspa.ca/,,0,site_down
,https://www.smilebramalea.ca/,smilebramalea@gmail.com,3,ok
,https://www.ymcagta.org/find-a-y/brampton-ymca,memberservices@ymcagta.org,3,ok
,https://monarchaccounting.ca/,sultan@monarchaccounting.ca,3,ok
,http://cottrelle.kandaoptical.com/,,3,no_emails_found
,http://aaxel.ca/,,3,no_emails_found
,https://www.eyeopticalstore.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,,3,no_emails_found
,https://dentalstudiogta.com/locations/dental-studio-gta-peel-centre/,bcc@dentalstudiogta.com,3,ok
,https://dentavibe.com/,,3,no_emails_found
,https://ivmoptical.ca/book-appointment/,info.ivmoptical@gmail.com,3,ok
,https://www.drtangeyecare.com/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,abaus@drtangeyecare.com; info@drtangeyecare.com,3,ok
,http://accountaxeson.com/,,3,no_emails_found
