Row,Website,Found_Emails,Pages_Scraped,Status
556,https://wellclinics.ca/ontario/brampton/northpoint-whmc/,,1,no_emails_found
814,https://www.pchealth.ca/en/health/pharmacist-consultations/?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,,1,no_emails_found
815,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/peace-health-7023781?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
816,https://www1.shoppersdrugmart.ca/en/Store-Locator/store/3088,,0,site_down
560,https://countrysidemedical.ca/,,1,no_emails_found
261,https://www.blaineywellness.com/?schedule_source=GMB,,1,no_emails_found
561,http://www.bncurgentcare.com/,,1,no_emails_found
263,https://ladakchiropractichealthcentre.com/,_info@ladakchiropractichealthcentre.com,1,ok
817,https://wa.me/18352402999,,1,no_emails_found
264,http://heartlakechiro.com/,,1,no_emails_found
562,https://healthlinewalkincl.wixsite.com/welcome,healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com,1,ok
564,https://healthlinewalkincl.wixsite.com/welcome,healthlinewalkinclinic@gmail.com; healhlinewalkinclinic@gmail.com,1,ok
820,https://rehancehealth.ca/,,1,no_emails_found
269,http://www.abbottchiropractic.ca/,,0,site_down
237,http://www.bramptoneyecare.ca/,,0,site_down
819,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/pharma-center-pharmacy-7017973?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
542,http://rslearning.ca/,,1,no_emails_found
821,https://driftmotors.ca/,,1,no_emails_found
273,https://www.alwc.ca/,,1,no_emails_found
566,https://ocean.cognisantmd.com/online-booking/406cd95d-a504-48eb-8ecb-a35abd9d4596,,0,site_down
279,https://www.arbormemorial.ca/en/brampton.html?utm_source=google&utm_medium=organic&utm_campaign=0341_brampton_google-my-business,,1,no_emails_found
824,http://www.brillianttutor.com/,,1,no_emails_found
281,https://www.arbormemorial.ca/en/scott-brampton.html?utm_source=google&utm_medium=organic&utm_campaign=7110_scott-brampton_google-my-business,,1,no_emails_found
823,https://www.attrelltoyota.com/inventory/used/,,1,no_emails_found
265,http://www.drronhillchiropractic.com/,,1,no_emails_found
567,http://www.williamoslerhs.ca/,,1,no_emails_found
565,https://www.pulseucc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,,1,no_emails_found
569,https://acm.caserm.app/online-booking/402/select-activity/activities,info@campshealthclinic.com,1,ok
827,https://www.drwinstonlaw.com/,,1,no_emails_found
825,https://krestonedental.com/brampton/,info@onedentaltoronto.ca,1,ok
570,https://ultramodernmedical.com/,,1,no_emails_found
282,https://www.dignitymemorial.com/en-ca/funeral-homes/ontario/brampton/andrews-community-funeral-centre-bramalea-chapel/3163?utm_source=google_my_business&utm_medium=organic,,1,no_emails_found
285,https://www.dignitymemorial.com/en-ca/funeral-homes/ontario/brampton/andrews-community-funeral-centre-bramalea-chapel/3163,,1,no_emails_found
580,https://lacosteanimalhospital.ca/,petcare@lacosteanimalhospital.ca,1,ok
831,http://www.thefamilydentist.ca/,,1,no_emails_found
289,http://www.michelleloraine.com/,,1,no_emails_found
832,https://www.peelvillagedental.com/,,1,no_emails_found
585,http://www.bajajlawyers.com/,,1,no_emails_found
299,http://www.9autosales.ca/,,1,no_emails_found
584,https://mwalialaw.com/,,1,no_emails_found
834,http://ourdentistry.ca/,,1,no_emails_found
599,http://paramsuri.com/,,0,site_down
592,http://www.mannlawfirm.ca/,,1,no_emails_found
837,http://queensurgentcare.org/contact-us/,,1,no_emails_found
301,https://www.boostautoandtrucksales.com/,,1,no_emails_found
836,http://www.welldiagnostics.ca/brampton-centre,brampton_centre_req@welldiagnostics.ca,1,ok
839,http://www.williamoslerhs.ca/,,1,no_emails_found
601,http://www.avtarsingh.ca/,,1,no_emails_found
304,http://torontocarsale.com/,,1,no_emails_found
305,http://noblecarsales.com/,,1,no_emails_found
847,https://reliefphysio.ca/,,1,no_emails_found
286,http://www.affordablefuneralservices.ca/,,1,no_emails_found
602,https://captainrealestate.ca/,info@captainrealestate.ca,1,ok
309,https://affordablecars4sales.ca/,,0,site_down
603,http://rockysellsgta.com/,,0,site_down
852,https://www.physiomed.ca/find-a-clinic/brampton-bramalea/overview/,,1,no_emails_found
307,https://www.wmzauto.ca/,,1,no_emails_found
316,http://www.tutoringacademy.ca/locations/ontario/dusk.php,,1,no_emails_found
605,http://www.rockysaini.com/,,1,no_emails_found
320,http://www.acctstutoringservices.com/,AcctsTutoringServices@gmail.com; acctstutoringservices@gmail.com,1,ok
853,http://trinovacentre.com/,,1,no_emails_found
868,https://www.christinedasilva.ca/,christine.dasilva@century21.ca,1,ok
604,https://satindermangat.ca/,,1,no_emails_found
872,https://royallepageplatinum.ca/,,1,no_emails_found
321,https://oxfordlearning.com/locations/brampton-north-tutoring/,,1,no_emails_found
606,http://www.teamsukhvinder.com/,,1,no_emails_found
875,https://pinnaclerealty.ca/,,1,no_emails_found
329,http://www.innocenthearts.ca/?utm_source=GoogleMaps&utm_medium=Maps&utm_campaign=Local,,1,no_emails_found
620,https://universalbarbell.com/,,1,no_emails_found
330,http://www.tutoringacademy.ca/locations/ontario/shoppersworld.php,,1,no_emails_found
623,https://www.instagram.com/new_style_salon_and_spa?igsh=MWtzZDQyZXZjYm0zZg==,,1,no_emails_found
607,http://tophomesellers.ca/,,1,no_emails_found
344,http://roopalisharmadental.ca/,,1,no_emails_found
877,http://kaushalrealtygroup.com/,,1,no_emails_found
345,https://lakeridgedental.ca/,,1,no_emails_found
628,https://www.facebook.com/Kreativekuts/,,1,no_emails_found
891,http://mirrormirrorbeauty.ca/,,0,site_down
873,https://www.homesbygurpreet.com/,,1,no_emails_found
635,https://www.eyeoptical.ca/,,1,no_emails_found
349,http://www.trinitydental.ca/,,1,no_emails_found
637,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/b-a-c-pharmacy-7029700?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
346,https://www.keshavarzdentistry.com/,,1,no_emails_found
357,http://www.sunnyvalemed.com/,,1,no_emails_found
888,http://www.mytrainmefit.com/,,1,no_emails_found
893,https://bramptonvision.com/,,1,no_emails_found
638,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/health-solutions-plus-remedysrx-7024790?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
639,http://www.mylocalrx.ca/,,1,no_emails_found
361,https://vantagemedical.ca/,,0,site_down
640,https://pharmasavebovairdspringdale.com/,,0,site_down
642,https://camphealth.ca/,,1,no_emails_found
900,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/nathan-guardian-pharmacy-7052471,,1,no_emails_found
897,https://www.peelmemorialpharmacy.com/,,1,no_emails_found
363,https://www.torontomu.ca/integrated-health-centres/,ihc@torontomu.ca,1,ok
901,http://www.allwellpharmacy.ca/,,1,no_emails_found
366,https://vitalurgentcare.ca/brampton/,,1,no_emails_found
905,http://www.dranitachopra.com/,dranitachopra@gmail.com,1,ok
643,https://www.fortinosflowers.ca/find-your-location?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws,,0,site_down
369,https://www.bramptonpcw.com/,,0,site_down
911,https://mindarctutors51-del.github.io/MindArc-Tutors/,mindarctutors51@gmail.com,1,ok
904,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/kennedy-queen-medcare-rx-7065813?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
649,http://www.legacymotors.ca/,,0,site_down
646,https://www.swartzmortuary.com/obits,jeff@swartzmortuary.com,1,ok
915,https://www.dentistryonhurontario.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,chopradentistryprofessional@gmail.com,1,ok
91,https://wisdomlawoffice.ca/,,1,no_emails_found
371,https://activephysiobrampton.com/,,1,no_emails_found
651,https://www.thecomputersciencetutor.com/,gkcstutor@gmail.com,1,ok
370,https://www.lifemark.ca/North-Bramalea?utm_source=gmb&utm_medium=organic,northbramalea@lifemark.ca,1,ok
916,http://roopalisharmadental.ca/,,1,no_emails_found
106,https://zeracpa.com/,contact@zeracpa.com,1,ok
917,http://www.drbhandal.com/,,1,no_emails_found
109,http://crownaccounting.ca/,,1,no_emails_found
654,https://altimabramaleadental.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,bramalea@altima.ca,1,ok
113,https://isgcpa.ca/,hello@isgconsulting.ca,1,ok
378,https://whitepinehealth.ca/physiotherapy-brampton/,,1,no_emails_found
93,http://www.longfieldlaw.com/,,1,no_emails_found
379,http://healthcarerehabcentre.com/about/,,0,site_down
116,https://gsaaccounting.ca/,,1,no_emails_found
659,http://omnidental.ca/,,1,no_emails_found
657,https://magnoliadentalbrampton.ca/,info@magnoliadentalbrampton.ca,1,ok
117,http://www.taxsolcanada.com/,,1,no_emails_found
918,https://ismiledentalcentre.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=GMB,north@ismiledentalcentre.com,1,ok
385,http://bramaleaanimalhospital.ca/,,1,no_emails_found
663,https://www.wellfort.ca/,,1,no_emails_found
386,https://peelvet.ca/,peelvethospital@gmail.com,1,ok
118,http://orientalbusinesssolutions.ca/,info@orientalbiz.ca,1,ok
670,https://www.torontomu.ca/school-of-medicine/,tulrich@torontomu.ca; medicine@torontomu.ca,1,ok
374,http://completerehab.ca/,,1,no_emails_found
925,http://www.sandalwoodphysio.com/,info@sandalwoodphysio.com,1,ok
935,http://www.akahlon.ca/,,0,site_down
127,http://www.teamnav.ca/,,1,no_emails_found
919,https://drabouzgiaandassociates.com/,,1,no_emails_found
5,https://www.mydentalcorner.ca/,,1,no_emails_found
410,http://www.avnishcpa.com/,,0,site_down
672,http://gatewayclinic.ca/,,1,no_emails_found
936,http://gswlaw.ca/,info@gswlaw.ca; office.gswlaw@gmail.com; office@gswlaw.ca,1,ok
132,http://www.rashminderchadha.ca/,,1,no_emails_found
941,http://sachdevamilne.com/,,1,no_emails_found
133,http://www.harpreetrakhra.com/,,1,no_emails_found
944,https://www.navneettax.com/,,0,site_down
673,https://www.bramaleaphysio.com/,info@bramaleaphysio.com,1,ok
418,https://homesbyic.com/,,1,no_emails_found
12,http://www.drsoniasharma.com/,,1,no_emails_found
679,http://healingvision.ca/,,0,site_down
676,http://healthplustherapy.com/,,1,no_emails_found
424,http://www.sellwithrajsharma.com/,,1,no_emails_found
135,https://www.rdhomesale.com/,,1,no_emails_found
951,https://www.realtor.ca/agent/2220542/bharat-purohit-821-bovaird-dr-west-31-brampton-ontario-l6x0t9,,1,no_emails_found
17,http://www.providencedentalcenter.ca/contact-us/,info@providencedentalcenter.ca,1,ok
136,http://www.soldbyjk.ca/,,1,no_emails_found
425,http://achintwalia.ca/,,1,no_emails_found
686,http://dhillonlawoffice.ca/,,0,site_down
22,https://www.bramptonnorthdental.ca/,,1,no_emails_found
426,http://listnsold.ca/contact,,1,no_emails_found
952,https://rockydarealtor.com/,rockydarealtor@gmail.com,1,ok
138,http://www.parammann.com/,,1,no_emails_found
687,http://www.ahujalawpc.ca/,,1,no_emails_found
23,http://www.otbramptonclinic.com/,,1,no_emails_found
427,http://www.manuchohan.com/,,0,site_down
141,https://www.razarealestate.ca/,,1,no_emails_found
961,https://lightoftheworldchildcare.ca/,info@lightoftheworldchildcare.ca,1,ok
142,https://www.royallepage.ca/en/office/ontario/brampton/royal-lepage-vendex-realty/4414/,frontdeskcertified@royallepage.ca,1,ok
967,http://www.liftoffstrength.com/,,1,no_emails_found
26,http://www.healthplex.ca/,,0,site_down
430,https://ontariocrehub.com/,,1,no_emails_found
694,https://supriyachadha.com/,info@supriyachadha.com,1,ok
979,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/mayfield-pharmacare-7001096,,1,no_emails_found
435,https://www.rairupinder.com/,,1,no_emails_found
696,http://www.analytiqaccounting.com/,,1,no_emails_found
702,https://facilefintax.ca/,,0,site_down
146,http://insurancebazaar.ca/,info@insurancebazaar.ca,1,ok
28,http://cornerstonemedicalclinic.ca/,,1,no_emails_found
456,https://springdalelearningcentre.ca/,,0,site_down
703,http://www.girnaccounting.com/,,0,site_down
980,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/brampton-medical-plex-pharmacy-7039742?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
400,https://www.keransanghalawyer.ca/,,0,site_down
149,http://aaxel.ca/,,1,no_emails_found
30,http://richvalemedical.ca/,,1,no_emails_found
458,http://www.godaycare.com/ontario/brampton/Smiles+and+Giggles+Daycare!!+Where+Kids+can+be+Kids!!/14035/1%22%3ESmiles%20and%20Giggles%20Daycare!!%20Where%20Kids%20can%20be%20Kids!!%3C/a%3E,,1,no_emails_found
982,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/storybrook-pharmacy-a-medical-clinic-7003184,,1,no_emails_found
705,https://www.homesbykiranbrar.ca/,,1,no_emails_found
32,http://royalwestmedical.ca/,,1,no_emails_found
36,http://royalwestmedical.ca/,,1,no_emails_found
460,https://www.instagram.com/thelabbrampton/profilecard/?igsh=MTRldWd0dnA4bDFiNA==,,1,no_emails_found
984,https://www.beyondwellnesschiropractic.com/,,1,no_emails_found
152,https://allrisksbrampton.com/,crampersaud@all-risks.com; insure@all-risks.com; djairaj@all-risks.com; diksha@all-risks.com,1,ok
153,http://www.tinyurl.com/jimmyjhandi,,1,no_emails_found
37,https://heartlakemed.com/,,1,no_emails_found
154,https://www.insurewithprianka.com/,,0,site_down
707,http://www.navpreetbhogal.com/,,1,no_emails_found
987,https://dental2.ca/?utm_source=gmb&utm_medium=organic,info@dental2.ca; info2@dental2.ca,1,ok
461,https://f45training.com/ca/studio/northparkbrampton/,northparkbrampton@f45training.com,1,ok
711,http://www.soniasinghrealestate.com/,,1,no_emails_found
991,https://buddhadentalcare.ca/,,1,no_emails_found
988,http://drnayyardentistry.com/,,1,no_emails_found
712,http://www.paramjitsoor.com/,,1,no_emails_found
39,https://www.drlanger.ca/,,1,no_emails_found
463,https://www.crunchfitness.ca/locations/brampton,info@crunchbrampton.ca,1,ok
42,https://bramptoneastmedical.ca/,,1,no_emails_found
714,https://www.aaxel.ca/,,1,no_emails_found
1002,https://vitalurgentcare.ca/walk-in-clinic-brampton-west/,,1,no_emails_found
158,https://www.brokerlink.ca/locations/ontario/brampton/queen-street-east,onservice@brokerlink.ca,1,ok
469,http://mandysbeautysalonandspa.com/,,1,no_emails_found
474,https://www.instagram.com/reel/CnlRPAWgJGP/?igshid=YmMyMTA2M2Y=,,1,no_emails_found
166,http://kidzgrowwithlove.com/,,1,no_emails_found
722,http://www.childrenschoicedaycare.ca/,childrenschoice@rogers.com,1,ok
1004,https://www.caledonphysio.ca/,,1,no_emails_found
476,http://labeautysalonandlaserclinic.com/,,0,site_down
726,http://www.akalchildcare.ca/,,1,no_emails_found
43,https://www.lifemark.ca/Fisherman-and-Hurontario?utm_source=gmb&utm_medium=organic,brampton@lifemark.ca,1,ok
46,https://www.bramptononphysio.com/,,0,site_down
169,http://www.yunaland.ca/,,1,no_emails_found
171,http://absoluteangels.ca/,,1,no_emails_found
45,https://www.uccphysio.com/,,1,no_emails_found
477,https://icsalonandspa.com/,,1,no_emails_found
160,https://agents.allstate.ca/on/brampton/150-great-lakes-drive-dr?utm_source=google&utm_medium=organic&utm_campaign=AllstateInsurance,newpropertyclaims@allstate.ca,1,ok
1006,https://healthplustherapy.com/,,1,no_emails_found
183,https://www.lafitness.com/Pages/clubhome.aspx?clubid=628&utm_source=google&utm_medium=googlemaps&utm_campaign=maps,,1,no_emails_found
728,http://www.lpkangaroo.ca/,,1,no_emails_found
47,https://mybramptonphysio.ca/?utm_source=google&utm_medium=medium&utm_campaign=campaign&utm_term=organic,mybramptonphysio@gmail.com,1,ok
479,https://meenasbeautysalon.com/booking/,,1,no_emails_found
734,http://www.beautybymeet.com/,,1,no_emails_found
51,https://www.physiomed.ca/find-a-clinic/brampton-sandalwood/overview/,,1,no_emails_found
1008,https://www.chinguacousyphysio.com/,info@chinguacousyphysio.com,1,ok
481,https://creativebeautysalonandspa.ca/,,1,no_emails_found
1005,http://www.northviewphysiotherapy.ca/,info@northviewphysiotherapy.ca,1,ok
735,https://local.lenscrafters.com/canada/on/brampton/25-peel-centre-drive.html?cid=yext_0962&y_source=1_MTIyMDI4NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,1,no_emails_found
193,https://www.instagram.com/shapedbystrength_/,,1,no_emails_found
58,https://www.elitesportsrehab.ca/,elitephysiogroup@gmail.com,1,ok
1023,https://virkcpa.com/,,0,site_down
1013,http://www.poojalawoffice.com/,info@poojalawoffice.com,1,ok
191,https://www.anytimefitness.ca/gyms/2287/Brampton-ON-L7A-3R9/,afp-reusable-block-device-multi-product-iphone-15-three-up-vertical-@2x.png,1,ok
59,https://www.westbramphysio.com/,,1,no_emails_found
194,http://www.tnpfit.ca/,,1,no_emails_found
1032,https://www.desjardinsagents.com/agent/ON/brampton/timothy-cusimano/601937?utm_id=ls-e-0-24931&campagne=ls-e-0-24931,,1,no_emails_found
737,http://eyelabs.ca/,,1,no_emails_found
198,https://www.fit4less.ca/locations/provinces/ontario/brampton/brampton-worthington?utm_source=G&utm_medium=lpm&utm_campaign=fit4less,,1,no_emails_found
491,http://cottrelle.kandaoptical.com/,,1,no_emails_found
740,https://riverstoneeyecare.com/,info@riverstoneeyecare.com,1,ok
485,https://www.eyeopticalstore.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,,1,no_emails_found
63,http://www.animalcareclinic.ca/,,1,no_emails_found
65,http://www.snelgrovevet.com/,,1,no_emails_found
209,http://doctorofbeautyca.com/,,1,no_emails_found
493,http://www.bramaleaoptometry.com/,,1,no_emails_found
1033,http://kidsdevelopmentdaycare.ca/,ravinalalli@hotmail.com,1,ok
741,https://www.pharmachoice.com/locations/kingscross-pharmacy/,,1,no_emails_found
212,https://lilacsalonandspa.org/services/,,1,no_emails_found
68,http://www.bramptonvethospital.com/,info@bramptonvethospital.com,1,ok
1041,https://www.anytimefitness.ca/gyms/4022/brampton-on-l6x-0b3/?utm_source=google&utm_medium=organic-businesslisting&utm_campaign=gbp-listing&utm_content=4022,afp-reusable-block-device-multi-product-iphone-15-three-up-vertical-@2x.png,1,ok
1044,https://panachebeauty.ca/?utm_source=google&utm_medium=gmb&utm_id=paid-ads,,1,no_emails_found
743,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/southgate-pharmacy-7003574?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
497,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/north-park-pharmacy-7066253,,1,no_emails_found
213,http://facebook.com/aonesalonandspa/,,1,no_emails_found
498,https://www.mylocalrx.ca/,,1,no_emails_found
71,http://www.dixieroadpet.com/,,1,no_emails_found
1046,http://www.rkdsalonspa.com/,,1,no_emails_found
214,http://ranibeautysalon.ca/,,0,site_down
72,http://www.bramptongeorgetownah.com/,PeelPetVet@gmail.com,1,ok
746,http://www.metro.ca/find-a-store/details.en.html?id=322&utm_source=G&utm_medium=local&utm_campaign=google-local,,0,site_down
482,https://www.mississaugavisioncentre.com/location/brampton-vision-centre/,,1,no_emails_found
744,http://www.pharmasavebramqueen.com/contactus.html,info@pharmasavebramqueen.com,1,ok
500,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/procare-springdale-pharmacy-7061265?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
75,http://www.emergencyvetbrampton.ca/,,1,no_emails_found
216,https://www.tiktok.com/@preetbridalbeauty,,0,site_down
755,http://www.healthmedica.ca/,,1,no_emails_found
1048,https://roulette-salon-and-spa.business.site/?utm_source=gmb&utm_medium=referral,,1,no_emails_found
502,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/bramdale-pharmacy-7022827,,1,no_emails_found
1047,http://icsalonandspa.com/,,1,no_emails_found
77,http://www.bramptonmobilevet.com/,brarhs@gmail.com,1,ok
504,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/brampton-hospital-i-d-d-d-a-d-pharmacy-7018440?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
221,http://www.bramptonoptometrists.com/,,1,no_emails_found
1052,https://southfieldsvision.com/,,1,no_emails_found
736,https://www.drdeolfamilyeyecare.com/,,1,no_emails_found
505,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/casstlemore-west-phcy-7032950?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
80,https://www.brookfieldvet.ca/,,1,no_emails_found
760,http://www.tutoringacademy.ca/locations/ontario/bramport.php,,1,no_emails_found
761,https://www.trinitydental.ca/,,1,no_emails_found
222,http://www.eyeopticalstore.com/,,1,no_emails_found
83,https://www.acrilaw.com/,david@acrilaw.com,1,ok
223,https://eyeclinicdirectory.ca/clinic/noor-eye-clinic-optical-testing-store-brampton,,1,no_emails_found
506,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/brampton-lifecare-pharmacy-7047800?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
85,https://acumenlawoffice.ca/,,1,no_emails_found
507,https://www.pharmachoice.com/locations/castlemore-pharmacy/,,1,no_emails_found
224,http://www.minteyecare.ca/,info@minteyecare.ca,1,ok
1055,https://wanlesspharmacy.ca/,Emailwanlesscompoundingpharmacy@gmail.com,1,ok
763,https://bramptoncornersdental.com/,drmeisels@yahoo.com,1,ok
765,https://www.dawsondental.ca/site/brampton-dentist?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,,1,no_emails_found
225,https://bramaleaoptometric.com/,,1,no_emails_found
511,https://www.shoppersdrugmart.ca/en/store-locator/store/693/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,,0,site_down
88,http://www.tjslaw.ca/,,1,no_emails_found
1056,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/brinkley-pharmacy-7029950?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
1054,https://www.specsexpress.ca/,,1,no_emails_found
772,https://www.facebook.com/excellentcarepharmacy/,,1,no_emails_found
89,http://www.rutmanlaw.com/,,0,site_down
226,http://www.brampton-optometrist.ca/,,1,no_emails_found
520,https://www.arbormemorial.ca/en/glendale.html?utm_source=google&utm_medium=organic&utm_campaign=google_my_buisness,,1,no_emails_found
1060,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/upper-mount-gdn-pharmacy-7058511?utm_source=google&utm_medium=maps&utm_campaign=local_presence,,1,no_emails_found
773,http://www.kmcbrampton.com/,,1,no_emails_found
1061,https://www.guardian-ida-remedysrx.ca/en/ontario/brampton/ved-lifecare-pharmacy-7061677,,1,no_emails_found
